from_state,Add_to_Cart,Browse,Exit,Purchase
Add_to_Cart,0.16661858881901576,0.4508163618531126,0.20238850747129752,0.18017654185657417
Browse,0.019507850431931397,0.45791934277967444,0.520700653677197,0.0018721531111971872
Purchase,0.01585251814578973,0.4899585875228214,0.2778198334595004,0.2163690608718885
